customer_id,age,gender,annual_income,spending_score,purchase_frequency,avg_transaction_value,product_category,tenure_months,online_engagement_score,returns_ratio
607,63,Female,35173.620031445025,51,17,136.68530974430448,Home,49,68.0,0.5884567046333109
608,30,Male,72110.79556160807,53,4,302.25544884642477,Electronics,62,78.0,0.09341555865355974
609,57,Male,34128.827216654034,78,16,100.7563919137502,Home,38,97.0,0.13539874983123304
610,59,Other,64682.75094226592,91,20,332.29235035647116,Electronics,23,92.0,0.12707888992890162
611,26,Other,57060.024356058544,82,15,284.36504001627833,Electronics,22,52.0,0.475523860572802
612,44,Male,52710.65474959542,92,25,284.67108925871156,Clothing,4,37.0,0.1121443778700709
613,19,Other,43430.74462064543,51,27,76.85521057217284,Home,49,8.0,0.039995897893983653
614,22,Other,78186.80036210752,47,21,223.71204495267548,Electronics,59,44.0,0.5991364839513772
615,46,Other,94597.8230903967,4,5,342.2850742927888,Clothing,68,98.0,0.014890326867089486
616,54,Female,66003.84325200389,7,6,208.51136167757642,Sports,71,5.0,0.5011464360953194
617,55,Female,66449.81431345634,35,17,163.75502800290286,Clothing,2,,0.21922010493039168
618,36,Other,46353.387402850116,48,1,199.06639239954302,Clothing,49,31.0,0.5049692758546891
619,25,Other,36078.0553635124,73,25,244.53779018885297,Electronics,31,45.0,0.33277229472668696
620,62,Female,59205.22190387651,72,19,181.8903639749751,Beauty,40,9.0,0.540978737691816
621,18,Female,40525.00704083848,45,4,348.7053785671435,Beauty,48,32.0,0.555715791848776
622,39,Male,24547.797433683565,81,17,244.8265976007686,Beauty,51,33.0,0.005458908768465598
623,34,Male,76068.91624731164,81,9,205.55445216416575,Clothing,43,,0.04524730559567296
624,24,Female,77043.33576503667,97,24,145.89251785315366,Electronics,55,30.0,0.15021523774251327
625,42,Other,42823.22454093811,96,2,288.75572842231503,Home,49,76.0,0.401589249818101
626,62,Other,64879.28642558488,72,8,286.93330357690905,Clothing,57,29.0,0.5329633179069035
627,21,Other,80039.04535583533,19,15,186.62328750522465,Clothing,15,3.0,0.27596517077637767
628,53,Other,64100.53374123758,63,7,71.09367773486838,Electronics,27,90.0,0.36418386976455924
629,23,Male,36136.90707802533,38,27,282.8609751660707,Sports,68,57.0,0.11309991167733668
630,48,Female,55342.13173525803,67,6,235.0557286991198,Clothing,64,30.0,0.4829801003290112
631,36,Other,86536.18840083982,59,1,276.8856934340535,Sports,30,9.0,0.5803968668120818
632,61,Male,64940.53287210226,69,15,406.57396269117106,Sports,36,26.0,0.16115935974875847
633,56,Other,70782.64206365611,13,23,247.85345250327524,Beauty,67,2.0,0.29689557096032776
634,44,Female,66832.58438738229,47,26,208.89291065257825,Electronics,49,62.0,0.05166966630382428
635,27,Male,42889.77284043493,61,7,158.21424258813278,Sports,55,3.0,0.33548199387778105
636,43,Female,47583.09561434714,31,29,225.00625668039606,Electronics,56,46.0,0.3016700651080083
637,36,Female,66777.30314103485,80,25,262.8461879692513,Beauty,68,,0.08666189049304655
638,56,Male,,96,17,254.26459364790082,Electronics,44,25.0,0.265239727870845
639,20,Male,81998.09901835765,22,2,387.87722720536823,Clothing,31,51.0,0.20046279125193794
640,62,Male,42837.88910463613,93,27,289.9268452372754,Sports,58,13.0,0.3130985251831136
641,30,Male,68662.41069354388,86,9,239.21593027942322,Electronics,53,44.0,0.3513926012572795
642,45,Male,83740.88223437953,43,29,193.47515369332217,Home,23,35.0,0.005097347164325705
643,37,Male,40258.36459423955,67,9,271.33382110266564,Electronics,28,55.0,0.4566035897697332
644,45,Male,,54,13,177.43934732938726,Sports,16,,0.42780857511704445
645,25,Other,92778.8165468838,10,6,264.38648636303253,Beauty,37,9.0,0.21977183172391332
646,58,Female,,42,6,288.9931141523875,Beauty,21,2.0,0.031761561341290954
647,56,Male,64618.66881659989,64,20,232.6838221782842,Sports,17,61.0,0.4529595238710302
648,18,Other,64728.493525248974,21,20,199.57708447478868,Clothing,37,41.0,0.5731050962868794
649,20,Other,76539.88778234636,80,21,75.17625221320753,Clothing,19,44.0,0.1440909576132085
650,30,Other,75956.05346098833,76,3,341.50693811363124,Beauty,30,64.0,0.19411476824222273
651,45,Female,82527.33721991211,66,17,282.26403121962255,Beauty,45,31.0,0.11028773368908897
652,42,Male,75680.66360930208,41,17,284.2093825267826,Sports,18,47.0,0.3461616740069038
653,50,Other,57878.761819239226,24,12,125.09181313781602,Clothing,62,2.0,0.09290483678847296
654,55,Female,84439.94241947004,35,16,360.38709597920456,Beauty,36,96.0,0.21371636607682767
655,23,Female,38574.917006145486,56,15,212.78265067055358,Clothing,52,82.0,0.41820780836055776
656,61,Female,60117.04673450753,30,13,226.8963757840411,Beauty,19,77.0,0.336069589805609
657,62,Other,91274.71232099598,57,23,164.457051566494,Electronics,44,69.0,0.23187753859676113
658,49,Male,34995.070037593614,94,1,107.04434149281214,Home,7,58.0,0.25214976108452514
659,62,Other,46450.48686005674,47,17,342.58770493788535,Electronics,44,44.0,0.3372665295739377
660,64,Other,73434.94582154583,35,3,352.92778955180995,Beauty,68,74.0,0.0035188367322967814
661,38,Male,67878.23946472305,19,26,236.7577478917338,Home,34,56.0,0.047105921072165914
662,33,Male,42499.4918468751,8,15,195.649234415492,Home,66,43.0,0.528754840657807
663,38,Male,51676.11994539719,26,4,219.83646646925934,Beauty,69,89.0,0.04672739345477445
664,28,Female,36384.35874699322,71,4,222.03080079715602,Beauty,55,34.0,0.4240821577263031
665,54,Male,79609.69999041145,30,18,154.01122222563214,Clothing,10,30.0,0.5520228984654315
666,53,Other,54882.372846589366,7,17,679.8587482934784,Beauty,42,71.0,0.16241016258103866
667,52,Male,95843.11821521264,67,19,262.248159434746,Sports,41,70.0,0.22229486223570855
668,36,Other,61622.00488080043,65,11,331.45257981190014,Beauty,69,55.0,0.34135284350682976
669,37,Female,55605.19393194247,36,20,251.13953312109697,Sports,10,67.0,0.5290253817831508
670,35,Other,53663.56477416405,25,3,123.89186328804513,Beauty,10,13.0,0.5651433523562521
671,64,Other,55116.00329615142,37,8,278.28382905589416,Clothing,60,3.0,0.4437379488667608
672,58,Male,62216.42190267606,1,14,229.5255550664197,Sports,51,26.0,0.05197185651281642
673,31,Male,,15,26,359.6327755187093,Electronics,21,57.0,0.40149249332091047
674,32,Other,53222.80659801281,37,1,364.3566241635206,Sports,8,24.0,0.24618223312359722
675,48,Male,53872.93078457381,13,14,367.156344981384,Clothing,65,53.0,0.28242059969463695
676,18,Female,61311.876913663575,8,2,205.07296517013765,Sports,30,70.0,0.029489034207106222
677,20,Female,81805.49012688521,5,29,409.1884058670046,Beauty,49,43.0,0.1146372836078149
678,33,Male,31580.30877854442,60,23,278.07540039165656,Beauty,9,60.0,0.47430816452018865
679,40,Female,69101.85473819291,73,4,380.1104324534906,Clothing,17,58.0,0.27237529982871583
680,28,Male,43651.49647957676,1,24,209.79043089345922,Home,69,49.0,0.1809973449786893
681,29,Other,71065.45377901898,36,27,226.11226099122987,Beauty,58,42.0,0.23041144437897487
682,27,Other,50124.801152790875,35,29,271.92218821376684,Electronics,57,76.0,0.5126397079954081
683,49,Female,13917.953204854268,66,19,262.1502087691152,Clothing,62,66.0,0.4493994104429741
684,33,Male,67391.5520537497,63,6,350.3849554775336,Sports,52,11.0,0.16338923830864965
685,25,Male,67222.89540693737,23,25,231.42965451612366,Sports,61,98.0,0.07050110412742398
686,55,Female,48418.393830411405,9,1,343.1691992248285,Electronics,40,90.0,0.15119893298644302
687,29,Other,47233.12279713995,34,17,308.57876057061225,Beauty,38,18.0,0.5524538706328402
688,41,Female,33772.545498246945,46,8,232.92862251142813,Clothing,43,85.0,0.3489533027098532
689,45,Other,75461.99883077743,78,19,302.37412939858507,Electronics,63,52.0,0.3200881252468697
690,25,Male,77644.31564933616,4,21,212.1387962533561,Beauty,19,46.0,0.3578361598154769
691,45,Other,42418.9822964822,30,1,438.01646400045774,Clothing,50,44.0,0.21961695944790915
692,53,Female,49201.31080922298,95,5,36.853414314044244,Sports,33,22.0,0.4842642121917076
693,43,Male,58734.217577220734,75,27,303.83545635960314,Clothing,13,53.0,0.3139717495801499
694,25,Female,105417.30562071093,99,16,108.83232725783623,Home,62,59.0,0.07004874166127732
695,45,Female,70902.43495177865,72,6,231.9474637425545,Clothing,43,94.0,0.07743907489743777
696,45,Other,41131.689699832415,3,8,243.15135284230033,Home,49,30.0,0.322115487901571
697,54,Female,66075.6061898101,14,13,370.6106847130947,Clothing,36,8.0,0.5619421308425034
698,58,Other,32466.16918723837,60,16,194.62782303384878,Home,10,98.0,0.18501127300571923
699,53,Male,74359.80619832342,77,3,354.64095325294227,Sports,6,57.0,0.521724701315531
700,44,Other,,45,19,155.69466878201627,Beauty,57,,0.45845735194732756
701,34,Male,93595.83370167916,96,12,357.73357790038926,Home,1,20.0,0.1486874657441441
702,26,Other,74697.87006948677,34,16,212.0523646477222,Home,71,25.0,0.021804448989745474
703,50,Female,48331.75288263741,45,27,255.8747615392895,Sports,58,19.0,0.06110835908542964
704,37,Other,33981.964869717485,61,11,223.08970695116767,Home,21,5.0,0.4370963603084641
705,30,Other,31995.89913261782,83,10,352.58907792924833,Electronics,56,75.0,0.11980184282438801
706,45,Male,3875.657810029134,16,25,337.0191874586998,Sports,20,,0.22276255230323627
707,46,Female,73877.11526015843,66,20,285.480137646762,Electronics,54,72.0,0.3010194996038549
708,30,Other,57943.28959551201,40,4,473.5515876991743,Sports,25,83.0,0.4352809010700977
709,63,Female,78184.32332906255,17,12,192.7982505575806,Home,28,87.0,0.06793873395547523
710,52,Other,88560.62970469576,34,23,167.71387795950997,Electronics,5,27.0,0.24381984316647687
711,23,Other,61998.110878048195,16,2,70.14856905662694,Home,21,40.0,0.29104374548561723
712,35,Female,62919.232194263,60,24,350.9054481480037,Sports,18,96.0,0.3244962383829238
713,22,Other,,66,22,223.77411789258426,Home,47,26.0,0.49101638483713
714,64,Female,53078.31165655184,66,19,222.92048285661622,Electronics,70,27.0,0.10300691702593014
715,42,Other,74569.39824945868,90,25,369.68817867404476,Electronics,57,62.0,0.48469887109597337
716,19,Male,,13,5,635.7627354272718,Home,19,83.0,0.4157270566179913
717,27,Female,53619.84666494352,56,8,182.76232514512552,Clothing,65,50.0,0.3335224885193756
718,47,Other,59633.662811142975,31,7,232.02035035880124,Sports,3,42.0,0.41971672224154316
719,62,Other,77726.60392123178,34,14,159.3864758498483,Sports,42,29.0,0.24721064337099383
720,22,Male,46146.76884339795,39,24,277.5484615430365,Home,21,39.0,0.08303855158087474
721,50,Female,58669.42964895935,67,23,220.1070337388664,Clothing,40,60.0,0.3994591441592204
722,18,Other,64905.556755568585,8,3,209.41828715249503,Electronics,67,41.0,0.31480338401137337
723,35,Male,,87,18,202.48774623837582,Beauty,25,33.0,0.3836248803256653
724,49,Other,55214.06446401162,78,16,241.5022804926391,Beauty,55,83.0,0.202799268617094
725,64,Female,45643.532278965555,55,23,256.6784900415881,Home,52,83.0,0.5441199464039015
726,28,Other,50312.78111455289,27,19,208.40199292739825,Clothing,44,97.0,0.35242192114534615
727,38,Other,81061.14866030759,93,19,221.29872511238827,Clothing,56,16.0,0.0512414905745243
728,43,Other,100666.10597206929,53,18,243.47817385445208,Sports,55,23.0,0.2698823944226572
729,42,Other,33724.843726279345,39,20,235.4065491568369,Electronics,70,7.0,0.4538136328461806
730,39,Male,,65,16,252.4860773500011,Clothing,66,26.0,0.4764807370393634
731,44,Male,56624.06426595709,17,8,195.8663357401589,Beauty,19,96.0,0.29675823165825527
732,30,Female,62219.12192136088,30,28,330.3674327301192,Electronics,7,12.0,0.5368485424987807
733,50,Male,75739.39131109991,53,1,257.7462541927614,Electronics,63,72.0,0.16060106231657853
734,51,Male,42177.339827970274,13,17,209.6922597740098,Home,42,5.0,0.24635921834295993
735,58,Female,38737.81926701072,21,12,277.5507373902828,Clothing,42,92.0,0.539158146341382
736,52,Male,62761.7430626726,19,21,244.05051209450284,Home,59,69.0,0.5377540298829473
737,18,Male,54831.98559585663,53,11,111.29389164130656,Clothing,20,49.0,0.4114276612948085
738,38,Female,78534.4199554305,19,5,277.2762152177301,Sports,17,26.0,0.515388328273332
739,23,Female,69747.19606380767,57,27,168.43950380926503,Home,27,5.0,0.0532639601737396
740,45,Female,71107.58695266438,25,12,324.7542226585046,Home,47,22.0,0.5189969857246658
741,34,Other,57910.373072462666,86,17,230.66002888852424,Beauty,2,79.0,0.19237194393013604
742,22,Other,107111.60517136412,31,6,312.4056237912851,Home,63,13.0,0.10699890745692979
743,48,Female,43245.0403681248,81,1,199.58251574419143,Clothing,62,28.0,0.1436219018052278
744,22,Female,72216.1966750955,55,5,255.59434137125118,Beauty,19,33.0,0.2507811048083322
745,55,Female,34606.20025853785,23,25,346.8194800405501,Home,17,23.0,0.15071520276268033
746,20,Other,38530.64644521096,32,28,228.4786762868142,Home,69,97.0,0.1923405516098994
747,40,Other,47853.0880246909,62,14,202.73463210113562,Sports,39,18.0,0.08098709164298525
748,54,Male,92586.46673236052,74,5,302.40324910254316,Home,71,30.0,0.1777060593353991
749,54,Male,65277.88860908038,10,22,300.85292774007684,Electronics,39,26.0,0.3433702887252007
750,27,Female,48190.4386291125,72,24,206.1000693268145,Beauty,36,16.0,0.26511222485463837
751,27,Other,67488.72651909146,54,27,91.16311836657901,Electronics,40,77.0,0.20803125674154668
752,36,Other,60702.95762849017,52,1,201.19816180013152,Beauty,45,39.0,0.4478712773142684
753,34,Other,50160.53261721761,20,18,304.1887617349138,Sports,4,33.0,0.5361059828359908
754,38,Female,32067.422884235453,32,16,187.99726484610207,Home,25,26.0,0.4540735337414382
755,31,Male,88770.8496902458,14,9,249.12497303870435,Home,69,48.0,0.1992004212706075
756,26,Female,64196.36257420084,50,19,197.40120496269247,Home,30,65.0,0.4466653007025322
757,63,Male,413899.0698774591,28,22,95.42662699791603,Beauty,68,38.0,0.09118810948443072
758,18,Male,78806.4324108176,53,5,195.96150583680577,Home,29,2.0,0.07819079285477455
759,62,Female,71026.39449522085,24,27,303.850561655177,Electronics,68,6.0,0.20737622222169536
760,30,Male,51295.91342766066,79,2,60.37980159473502,Home,51,46.0,0.48462142142643416
761,21,Male,38093.08872286166,22,15,270.173388038046,Sports,24,50.0,0.1478089483453811
762,18,Other,55645.380310231056,30,7,155.11446148804694,Electronics,14,38.0,0.03795204533920775
763,57,Male,37514.148115883385,63,4,298.6753655579354,Home,69,88.0,0.07902572112381305
764,49,Female,73003.80761461509,4,1,307.1455148698922,Home,18,18.0,0.515246981117748
765,51,Female,92653.04995394261,77,13,236.24416520709792,Clothing,42,,0.38026997084837255
766,45,Male,54781.754677657394,59,20,236.42654729750222,Beauty,57,41.0,0.151920698021986
767,48,Other,78889.81944782395,87,22,185.4909842290959,Electronics,12,72.0,0.3331774951969088
768,25,Other,46215.418595662864,8,7,142.35332799160273,Clothing,17,92.0,0.31654777345521024
769,56,Male,53950.663235852975,82,15,385.8474325066986,Sports,30,74.0,0.39326158706439673
770,43,Male,43700.72030869114,12,23,180.79428582630976,Beauty,23,17.0,0.1399125326529698
771,51,Female,17337.33929858979,31,14,375.4236904957178,Electronics,1,62.0,0.5186417923166385
772,20,Male,59269.33300162779,78,23,181.23999681598585,Home,32,29.0,0.1856211372480077
773,29,Other,62569.034751955056,34,19,292.01523122701826,Electronics,9,58.0,0.4164789923857421
774,18,Male,81317.21997523274,82,22,158.97542722770922,Home,15,70.0,0.009674787823328933
775,61,Female,75908.76505338575,98,29,291.87160135216124,Beauty,28,78.0,0.22359427793648834
776,22,Female,76179.05798077991,75,24,223.95301142775025,Home,24,22.0,0.21102589077528497
777,47,Female,40519.27553764246,76,20,224.99870714594636,Sports,60,6.0,0.32609065714980867
778,47,Female,69189.94612141384,49,29,298.80185358275605,Home,35,26.0,0.0436417570663179
779,34,Female,91651.87930963184,79,24,212.46869079367215,Sports,27,39.0,0.47407882423566494
780,64,Male,67597.35701418163,57,18,135.7481203643922,Beauty,20,12.0,0.1306684810605411
781,40,Male,96571.87226129994,95,10,310.9044450727562,Beauty,65,99.0,0.4062226889292061
782,32,Male,100379.32222239727,93,9,158.32795280141374,Electronics,49,14.0,0.4819272739464559
783,54,Male,54630.63459416709,26,25,291.3213827518328,Sports,1,,0.3371261737449079
784,38,Female,,18,8,327.83972362664,Sports,10,51.0,0.4445299240331913
785,31,Other,44770.756691621,96,26,219.9604890918226,Clothing,47,23.0,0.3971161873290033
786,19,Male,29677.2835979356,86,29,344.5882275273427,Clothing,59,48.0,0.21331787829120455
787,28,Other,49631.94201168956,38,10,288.5426966289027,Clothing,62,71.0,0.48531512342013916
788,56,Male,84153.30899512493,81,17,194.33108638841796,Home,18,50.0,0.1768208219313168
789,55,Male,15919.2484949752,87,2,362.11432018128596,Clothing,46,89.0,0.34272775065091027
790,51,Other,39250.931985725074,88,6,158.66625426084877,Sports,32,13.0,0.4472386434849237
791,55,Female,57457.371166960045,50,26,219.86396560771476,Home,27,85.0,0.22737354588750455
792,51,Male,42456.29598756599,8,5,233.49481571045368,Beauty,18,10.0,0.181660564570455
793,35,Male,49454.2811151956,41,28,298.4178960814604,Electronics,39,55.0,0.2756076061036936
794,47,Male,49753.40651155393,6,9,339.23466379049074,Clothing,49,9.0,0.4907780966094921
795,32,Other,54849.19559876502,69,5,334.2233245522171,Beauty,44,79.0,0.5579530578873988
796,44,Female,45410.90607780523,44,18,267.8998655659445,Sports,54,52.0,0.3270500477159341
797,51,Other,43775.73572288904,64,26,227.57847164291465,Electronics,34,2.0,0.3968797231941911
798,55,Other,,29,20,103.92126066978959,Beauty,71,25.0,0.5419641733433485
799,50,Female,80993.0835572069,28,9,144.86833164358268,Electronics,36,13.0,0.05912811084776543
800,41,Other,32389.133095051813,11,17,391.33243914331484,Clothing,18,98.0,0.139247146719699
